ApprovalFY,DisbursementGross_num,State,UrbanRural_f,SBA_Portion,NAICS_sector,NoEmp,SBA_Appv_num,Bank,PaidInFull
2001,50000.0,KY,Urban,0.5,23,15,25000.0,STOCK YARDS BK & TR CO,1
2006,28000.0,NJ,Urban,0.5,44,2,14000.0,BANK OF AMERICA NATL ASSOC,0
2007,35000.0,GA,Urban,0.85,23,6,29750.0,BBCN BANK,0
2001,110000.0,CA,Rural,0.75,23,48,82500.0,HERITAGE OAKS BANK,1
2005,53000.0,CA,Urban,0.5,54,3,22500.0,BANK OF AMERICA NATL ASSOC,0
2009,720000.0,NY,Urban,0.9,31,30,648000.0,BNB HANA BANK NATL ASSOC,1
2007,100000.0,FL,Urban,0.5,45,11,42500.0,BANK OF AMERICA NATL ASSOC,0
2005,76215.0,IN,Rural,0.5,48,4,25000.0,"PNC BANK, NATIONAL ASSOCIATION",0
2003,10000.0,GA,Urban,0.5,54,2,5000.0,BANK OF AMERICA NATL ASSOC,1
2000,350000.0,CT,Urban,0.75,53,7,262500.0,UPS CAPITAL BUSINESS CREDIT,0
2005,11824.0,WI,Urban,0.5,56,2,3750.0,BMO HARRIS BK NATL ASSOC,0
2008,40600.0,NY,Urban,0.5,56,18,20300.0,JPMORGAN CHASE BANK NATL ASSOC,1
2003,60000.0,PA,Urban,0.5,54,3,30000.0,"PNC BANK, NATIONAL ASSOCIATION",1
2010,180000.0,WV,Rural,0.9,44,6,162000.0,THE FIRST STATE BANK,1
2007,174000.0,KY,Urban,0.5,42,2,45000.0,"PNC BANK, NATIONAL ASSOCIATION",1
2010,10000.0,ME,Urban,0.85,81,1,8500.0,"SUPERIOR FINANCIAL GROUP, LLC",1
2007,49504.0,NY,Urban,0.5,42,1,16750.0,BANK OF AMERICA NATL ASSOC,0
2005,79444.0,NY,Urban,0.5,11,5,25000.0,CITIZENS BANK NATL ASSOC,0
2004,174696.0,NJ,Urban,0.5,81,6,75000.0,"PNC BANK, NATIONAL ASSOCIATION",0
2009,11500.0,UT,Urban,0.5,72,14,5000.0,MOUNTAIN AMERICA FCU,0
2003,15334.0,UT,Urban,0.5,33,3,7500.0,WELLS FARGO BANK NATL ASSOC,1
2010,180000.0,NC,Urban,0.9,62,2,162000.0,THE FIDELITY BANK,1
2003,156000.0,UT,Urban,1.0,52,5,186000.0,UTAH CERT. DEVEL CO,1
2007,224000.0,OH,Urban,0.5,23,6,112000.0,THE HUNTINGTON NATIONAL BANK,1
2007,20000.0,HI,Urban,0.85,23,3,17000.0,BBCN BANK,0
2007,53684.0,OR,Urban,0.5,44,4,10000.0,KEYBANK NATIONAL ASSOCIATION,1
2005,45300.0,CA,Urban,0.5,53,1,22500.0,WELLS FARGO BANK NATL ASSOC,1
2005,68200.0,AR,Urban,0.85,56,6,57970.0,SIMMONS FIRST NATIONAL BANK,0
2010,20000.0,OR,Urban,0.5,56,12,10000.0,ALBINA COMMUNITY BANK,1
2008,6000.0,MD,Urban,0.5,54,1,3000.0,BANK OF AMERICA NATL ASSOC,1
2006,5000.0,OH,Urban,0.5,44,1,2500.0,CITIZENS BANK NATL ASSOC,1
2007,25000.0,AZ,Urban,0.5,81,4,12500.0,JPMORGAN CHASE BANK NATL ASSOC,1
2003,950000.0,TX,Rural,0.75,62,100,712500.0,"BUSINESS LOAN CENTER, LLC",1
2007,100000.0,IL,Urban,0.5,32,28,50000.0,CAPITAL ONE NATL ASSOC,0
2004,126062.0,NY,Rural,0.5,33,5,50000.0,FIRST NIAGARA BANK NATL ASSOC,1
2006,26213.0,CA,Urban,0.5,44,4,5000.0,BANK OF AMERICA NATL ASSOC,1
2005,172567.0,CO,Urban,0.5,23,12,17500.0,CAPITAL ONE NATL ASSOC,1
2007,68549.0,GA,Urban,0.5,61,15,17500.0,BANK OF AMERICA NATL ASSOC,0
2001,150000.0,MN,Urban,0.5,32,10,75000.0,ASSOCIATED BANK NATL ASSOC,1
2004,10000.0,MA,Urban,0.5,54,1,5000.0,BANK OF AMERICA NATL ASSOC,1
2006,89887.0,MI,Urban,0.5,54,6,50000.0,CITIZENS BANK NATL ASSOC,0
2005,10100.0,UT,Urban,0.5,33,1,5050.0,JPMORGAN CHASE BANK NATL ASSOC,0
2006,1115000.0,WI,Rural,0.75,45,10,836250.0,ASSOCIATED BANK NATL ASSOC,1
1999,299000.0,AK,Urban,1.0,44,14,299000.0,EVERGREEN BUSINESS CAPITAL,1
2006,72984.0,OH,Rural,0.5,62,0,12500.0,THE HUNTINGTON NATIONAL BANK,1
2007,100000.0,NY,Urban,0.5,23,1,50000.0,CAPITAL ONE NATL ASSOC,1
2010,250500.0,NY,Urban,0.5,72,24,125250.0,JPMORGAN CHASE BANK NATL ASSOC,1
2008,72500.0,VA,Rural,0.5,44,2,36250.0,BRANCH BK. & TR CO,1
2002,133000.0,FL,Urban,0.85,81,9,113050.0,SYNOVUS BANK,1
2005,30000.0,WA,Rural,0.5,42,9,15000.0,BANK OF AMERICA NATL ASSOC,1
2008,24150.0,NY,Urban,0.5,42,5,12500.0,JPMORGAN CHASE BANK NATL ASSOC,0
2008,15000.0,NC,Urban,0.85,45,2,12750.0,"SUPERIOR FINANCIAL GROUP, LLC",0
2007,30000.0,MA,Urban,0.5,45,2,15000.0,UNITED BANK,1
2007,35000.0,CA,Urban,0.5,23,3,17500.0,BBCN BANK,0
2001,111000.0,PA,Rural,1.0,62,12,111000.0,REGIONAL DEVEL FUNDING CORP,1
2007,4797.0,MI,Urban,0.5,44,6,2500.0,CITIZENS BANK NATL ASSOC,0
2003,50000.0,FL,Urban,0.5,42,5,25000.0,BANK OF AMERICA NATL ASSOC,1
2009,48375.0,UT,Rural,0.5,54,6,12500.0,ZIONS FIRST NATIONAL BANK,1
2005,10000.0,CO,Urban,0.5,61,1,5000.0,WELLS FARGO BANK NATL ASSOC,1
2006,20000.0,IA,Urban,0.5,33,1,10000.0,CEDAR RAPIDS BK & TR CO,1
2003,151000.0,OH,Urban,1.0,72,1,151000.0,GROWTH CAPITAL CORP.,1
2007,15300.0,NY,Urban,0.5,45,2,7650.0,JPMORGAN CHASE BANK NATL ASSOC,1
2007,35000.0,WI,Urban,0.5,81,5,17500.0,CAPITAL ONE NATL ASSOC,0
2006,25300.0,IL,Urban,0.5,81,1,12650.0,JPMORGAN CHASE BANK NATL ASSOC,0
2010,750000.0,MI,Rural,0.75,44,6,562500.0,LAKE-OSCEOLA STATE BANK,1
2007,338637.0,FL,Urban,0.5,44,4,50000.0,BANK OF AMERICA NATL ASSOC,0
2004,39715.0,WI,Urban,0.5,62,26,7500.0,U.S. BANK NATIONAL ASSOCIATION,1
2005,50000.0,IL,Urban,0.5,54,8,25000.0,BMO HARRIS BK NATL ASSOC,1
2006,25000.0,VA,Rural,0.5,62,1,12500.0,CAPITAL ONE NATL ASSOC,1
2001,249000.0,NE,Rural,1.0,11,5,249000.0,NEBRASKA ECONOMIC DEVEL CORP,1
2001,185487.0,OK,Urban,0.5,42,1,75000.0,BANCFIRST,1
2008,22600.0,ID,Urban,0.5,23,2,10000.0,ZIONS FIRST NATIONAL BANK,1
2007,100000.0,KS,Urban,0.5,54,4,50000.0,CAPITAL ONE NATL ASSOC,0
2007,25000.0,NY,Urban,0.5,42,1,12500.0,CITIZENS BANK NATL ASSOC,1
2001,49000.0,MN,Urban,0.85,71,4,41650.0,WELLS FARGO BANK NATL ASSOC,1
2008,74900.0,FL,Rural,0.5,44,4,25000.0,ZIONS FIRST NATIONAL BANK,0
2008,5000.0,TX,Urban,0.85,45,1,4250.0,"SUPERIOR FINANCIAL GROUP, LLC",0
2007,121528.0,FL,Urban,0.5,72,3,17500.0,BANK OF AMERICA NATL ASSOC,0
2005,45000.0,TX,Urban,0.5,54,3,22500.0,BANK OF AMERICA NATL ASSOC,1
2005,275000.0,MO,Urban,0.75,72,1,206250.0,MID-MISSOURI BANK,0
2007,78629.0,FL,Urban,0.5,81,3,25000.0,JPMORGAN CHASE BANK NATL ASSOC,0
2007,51875.0,NJ,Urban,0.5,62,3,12500.0,SUN NATIONAL BANK,1
2006,83000.0,UT,Urban,0.85,72,2,70550.0,ZIONS FIRST NATIONAL BANK,1
2006,43664.0,CO,Urban,0.5,81,3,10000.0,WELLS FARGO BANK NATL ASSOC,0
2008,25000.0,FL,Urban,0.5,44,4,12500.0,BANK OF AMERICA NATL ASSOC,0
2003,50000.0,TX,Urban,0.5,44,4,25000.0,BANK OF AMERICA NATL ASSOC,0
2002,24304.0,PA,Urban,0.5,54,1,2500.0,CITIZENS BANK NATL ASSOC,1
2004,104309.0,CA,Urban,0.5,42,4,45000.0,BANK OF AMERICA NATL ASSOC,1
2006,67921.0,NY,Urban,0.5,62,1,12500.0,"CITIBANK, N.A.",1
2001,50000.0,FL,Urban,0.5,42,2,25000.0,BANK OF AMERICA NATL ASSOC,1
2003,48871.0,CA,Urban,0.5,54,3,17500.0,WELLS FARGO BANK NATL ASSOC,1
2002,45000.0,PA,Urban,0.5,33,12,22500.0,"PNC BANK, NATIONAL ASSOCIATION",1
2003,315000.0,WA,Rural,0.75,62,8,236250.0,KITSAP BANK,1
2010,5000.0,NY,Urban,0.9,44,1,4500.0,"SUPERIOR FINANCIAL GROUP, LLC",0
2003,33476.0,IL,Urban,0.5,23,1,15000.0,JPMORGAN CHASE BANK NATL ASSOC,1
2009,260000.0,NC,Urban,0.5,72,15,130000.0,BRANCH BK. & TR CO,1
2008,310719.0,UT,Urban,0.5,44,10,100000.0,ZIONS FIRST NATIONAL BANK,1
2007,21000.0,TN,Urban,0.5,23,12,10500.0,U.S. BANK NATIONAL ASSOCIATION,1
2009,85703.0,PA,Urban,0.5,23,2,25000.0,MANUFACTURERS & TRADERS TR CO,1
2005,182964.0,IL,Urban,0.5,44,3,35000.0,CITIZENS BANK NATL ASSOC,1
2010,264100.0,CA,Urban,0.9,51,7,288090.0,WELLS FARGO BANK NATL ASSOC,1
2005,13000.0,KS,Urban,0.5,44,2,6500.0,BANK OF AMERICA NATL ASSOC,1
2005,129406.0,FL,Urban,0.5,48,8,25000.0,BANK OF AMERICA NATL ASSOC,1
2004,262000.0,NH,Urban,0.5,81,2,131000.0,"TD BANK, NATIONAL ASSOCIATION",1
2003,29094.0,CA,Urban,0.5,54,5,12500.0,WELLS FARGO BANK NATL ASSOC,0
2002,198500.0,IL,Urban,0.75,54,1,148875.0,FIRST BANK,1
2001,193000.0,OH,Urban,0.75,45,1,144750.0,FIFTH THIRD BANK,1
2006,245425.0,WA,Urban,0.5,44,12,50000.0,U.S. BANK NATIONAL ASSOCIATION,1
2003,23114.0,CA,Urban,0.5,23,1,10000.0,WELLS FARGO BANK NATL ASSOC,1
2007,49550.0,CA,Urban,0.5,56,15,10000.0,WELLS FARGO BANK NATL ASSOC,0
2006,206695.0,WI,Urban,0.5,72,30,25000.0,U.S. BANK NATIONAL ASSOCIATION,1
2005,30000.0,MI,Urban,0.5,23,4,15000.0,CITIZENS BANK NATL ASSOC,1
2006,10000.0,PA,Rural,0.5,23,5,5000.0,"PNC BANK, NATIONAL ASSOCIATION",1
2007,207000.0,MO,Urban,0.5,23,3,103500.0,COMMERCE BANK,1
2005,27500.0,FL,Urban,0.5,54,4,5000.0,BANK OF AMERICA NATL ASSOC,1
2002,468000.0,OK,Urban,1.0,33,30,468000.0,TULSA ECONOMIC DEVEL CORP,1
2003,56426.0,IL,Urban,0.5,48,4,17500.0,"PNC BANK, NATIONAL ASSOCIATION",1
2006,85510.0,OH,Rural,0.5,56,3,37500.0,TALMER BANK AND TRUST,1
2007,56343.0,OH,Urban,0.5,44,4,25000.0,U.S. BANK NATIONAL ASSOCIATION,1
2007,15000.0,VA,Urban,0.5,23,4,7500.0,CAPITAL ONE NATL ASSOC,1
2005,250000.0,OR,Urban,0.75,56,6,187500.0,MBANK,1
2004,134942.0,OK,Urban,0.5,23,7,37500.0,THE BANK OF KREMLIN,1
2005,80000.0,FL,Rural,0.5,81,4,40000.0,WELLS FARGO BANK NATL ASSOC,1
2007,51000.0,NC,Urban,0.5,44,6,17500.0,BANK OF AMERICA NATL ASSOC,0
2008,138000.0,OH,Urban,0.5,56,5,60000.0,"FIRSTMERIT BANK, N.A.",1
2009,35000.0,TX,Urban,0.5,33,15,17500.0,JPMORGAN CHASE BANK NATL ASSOC,1
2005,17068.0,OH,Rural,0.5,44,4,2500.0,CITIZENS BANK NATL ASSOC,0
2008,126000.0,MO,Rural,0.85,72,19,107100.0,LIBERTY BANK,1
2008,290000.0,VA,Urban,0.75,31,1,217500.0,"READYCAP LENDING, LLC",0
2010,342000.0,CA,Urban,0.5,23,6,25000.0,U.S. BANK NATIONAL ASSOCIATION,1
2005,42850.0,MN,Urban,0.5,45,2,15000.0,HIGHLAND BANK,1
2001,291000.0,PA,Urban,1.0,48,28,291000.0,REGIONAL DEVEL FUNDING CORP,1
2001,189000.0,VA,Urban,1.0,54,7,189000.0,"BUSINESS FINANCE GROUP, INC.",1
2002,50000.0,WI,Urban,0.5,42,2,25000.0,BMO HARRIS BK NATL ASSOC,1
2007,35107.0,NY,Urban,0.5,42,2,10000.0,"CITIBANK, N.A.",0
2007,15000.0,NY,Urban,0.85,44,3,12750.0,BBCN BANK,0
2009,150000.0,IN,Rural,0.5,11,15,75000.0,OLD NATIONAL BANK,1
2002,150000.0,MN,Rural,0.85,31,8,127500.0,FIRST NATIONAL BANK,0
2000,77000.0,OH,Urban,0.8,45,9,61600.0,THE HUNTINGTON NATIONAL BANK,1
2009,27000.0,AR,Urban,0.5,52,2,9000.0,SIMMONS FIRST NATIONAL BANK,1
2004,74637.0,TX,Urban,0.85,54,2,63750.0,TEXAS ST. BANK A DIVISION OF,1
2002,117000.0,MA,Urban,1.0,53,3,117000.0,SOUTH EASTERN ECONOMIC DEVEL C,1
2002,20000.0,CA,Urban,0.5,48,2,10000.0,WELLS FARGO BANK NATL ASSOC,1
2006,99779.0,CT,Urban,0.5,48,12,50000.0,CITIZENS BANK NATL ASSOC,1
2005,90000.0,IL,Rural,0.5,81,1,30000.0,FIRST MID-ILLINOIS BK & TRUST,1
2006,35000.0,RI,Rural,0.5,72,9,17500.0,BANKFIVE,1
2007,70000.0,CO,Urban,0.5,45,2,17500.0,CAPITAL ONE BK (USA) NATL ASSO,0
2002,867000.0,MI,Urban,0.75,72,100,650250.0,COMERICA BANK,0
2009,26000.0,NY,Urban,0.5,56,2,13000.0,FIVE STAR BANK,1
2007,71534.0,CA,Urban,0.5,23,2,22500.0,"CITIBANK, N.A.",1
2007,14220.0,CA,Urban,0.5,42,4,5000.0,BANCO POPULAR NORTH AMERICA,0
2005,70238.0,IL,Urban,0.5,44,2,17500.0,JPMORGAN CHASE BANK NATL ASSOC,1
2003,10000.0,FL,Rural,0.5,33,2,5000.0,BANK OF AMERICA NATL ASSOC,1
2007,150418.0,FL,Rural,0.5,56,1,22500.0,JPMORGAN CHASE BANK NATL ASSOC,1
2010,193000.0,DC,Urban,0.5,54,14,75000.0,SUNTRUST BANK,0
2010,300000.0,TX,Urban,0.5,31,6,150000.0,CITY BANK,1
2002,379000.0,AZ,Urban,0.75,81,6,284250.0,WELLS FARGO BANK NATL ASSOC,0
2009,183000.0,MA,Urban,1.0,42,3,183000.0,BAY COLONY DEVEL CORP,1
2010,329000.0,WY,Rural,0.5,21,8,164500.0,"1ST BANK, A DIVISION OF",1
2006,76184.0,OH,Urban,0.5,23,3,22500.0,CITIZENS BANK NATL ASSOC,0
2000,43739.0,MD,Urban,0.5,81,5,12500.0,BRANCH BK. & TR CO,1
2003,200000.0,NY,Rural,0.75,44,6,150000.0,HSBC BK USA NATL ASSOC,1
2003,550226.0,VA,Urban,0.85,42,8,127500.0,MANUFACTURERS & TRADERS TR CO,1
2000,167000.0,NY,Urban,0.75,72,30,125250.0,COMMUNITY BANK NATL ASSOC,1
2005,70000.0,MI,Urban,0.5,23,10,35000.0,BANK OF AMERICA NATL ASSOC,1
2009,322462.0,NC,Urban,0.5,23,9,125000.0,CAPITAL BANK NATL ASSOC,1
2004,275209.0,MN,Rural,0.5,44,10,125000.0,KENSINGTON BANK,0
2005,100000.0,RI,Rural,0.5,23,8,50000.0,BANK RHODE ISLAND,1
2004,7500.0,FL,Urban,0.5,61,1,3750.0,BANK OF AMERICA NATL ASSOC,0
2005,15000.0,SD,Rural,0.5,52,1,7500.0,CAPITAL ONE NATL ASSOC,0
2009,623523.0,AZ,Urban,0.75,62,1,512550.0,WELLS FARGO BANK NATL ASSOC,1
2006,13600.0,MI,Urban,0.5,48,1,6800.0,"PNC BANK, NATIONAL ASSOCIATION",0
2006,43699.0,TX,Urban,0.5,54,1,10000.0,COMPASS BANK,0
2005,381000.0,MO,Rural,0.75,44,5,285750.0,SOUTHWEST MISSOURI BANK,1
2008,7475.0,PA,Urban,0.5,72,3,2500.0,BANK OF AMERICA NATL ASSOC,1
2006,50000.0,GA,Urban,0.5,81,6,25000.0,BANK OF AMERICA NATL ASSOC,1
2005,13841.0,GA,Urban,0.5,23,2,5000.0,BANK OF AMERICA NATL ASSOC,0
2004,19000.0,FL,Urban,0.5,23,15,50000.0,WELLS FARGO BANK NATL ASSOC,1
2003,500000.0,WA,Rural,0.75,23,13,375000.0,AMERICANWEST BANK,1
2002,50000.0,MT,Urban,0.85,62,19,42500.0,MOUNTAIN W. BANK NATL ASSOC,1
2003,156318.0,PA,Urban,0.5,54,1,17000.0,CITIZENS BANK NATL ASSOC,1
2005,260000.0,FL,Urban,0.5,53,2,50000.0,BANK OF AMERICA NATL ASSOC,0
2002,935000.0,GA,Urban,0.75,81,1,701250.0,PRIVATEBANK & TR CO,1
2004,112827.0,PA,Urban,0.5,44,2,37500.0,"PNC BANK, NATIONAL ASSOCIATION",1
2006,35000.0,MO,Urban,0.5,23,6,17500.0,CAPITAL ONE NATL ASSOC,1
2005,97700.0,AL,Rural,0.5,44,3,48850.0,REDSTONE FCU,0
2003,91365.0,CO,Urban,0.5,54,6,22500.0,WELLS FARGO BANK NATL ASSOC,1
2009,10000.0,MS,Urban,0.9,48,2,9000.0,"SUPERIOR FINANCIAL GROUP, LLC",0
2006,1500000.0,CT,Urban,0.75,62,1,1125000.0,LIBERTY BANK,1
2004,50000.0,MS,Urban,0.5,33,12,25000.0,REGIONS BANK,0
2010,60000.0,NY,Rural,0.5,52,1,30000.0,FIRST NIAGARA BANK NATL ASSOC,1
2007,26636.0,PA,Urban,0.5,44,3,5000.0,CITIZENS BANK NATL ASSOC,1
2000,7000.0,CT,Urban,0.5,23,6,3500.0,BANK OF AMERICA NATL ASSOC,1
2003,10000.0,FL,Urban,0.5,56,3,5000.0,BANK OF AMERICA NATL ASSOC,1
2005,50000.0,TX,Urban,0.5,44,5,25000.0,CAPITAL ONE NATL ASSOC,1
2000,75202.0,CT,Urban,0.5,56,10,15000.0,BANK OF AMERICA NATL ASSOC,1
2002,50000.0,CA,Urban,0.5,48,10,25000.0,CALIFORNIA BANK & TRUST,1
2005,64796.0,CA,Urban,0.5,23,3,12500.0,CAPITAL ONE NATL ASSOC,0
2006,26000.0,NY,Rural,0.5,72,10,10000.0,BANK OF AMERICA NATL ASSOC,1
2006,29222.0,FL,Rural,0.5,81,4,4500.0,BANK OF AMERICA NATL ASSOC,1
2007,17000.0,PA,Urban,0.5,42,3,8500.0,SANTANDER BANK NATL ASSOC,0
2004,51600.0,OK,Urban,0.75,31,5,38700.0,BANCFIRST,1
2004,34958.0,MA,Urban,0.5,45,10,2500.0,CITIZENS BANK NATL ASSOC,1
2003,450000.0,NM,Urban,0.75,42,6,337500.0,WESTERN BANK,1
2003,37100.0,MA,Urban,0.5,54,4,17500.0,CITIZENS BANK NATL ASSOC,1
2008,261000.0,FL,Urban,0.75,81,5,195750.0,"READYCAP LENDING, LLC",0
2007,60526.0,UT,Rural,0.5,45,3,10000.0,WELLS FARGO BANK NATL ASSOC,1
2005,42373.0,CO,Urban,0.5,56,2,10000.0,WELLS FARGO BANK NATL ASSOC,0
2007,25000.0,WI,Urban,0.5,44,3,12500.0,JPMORGAN CHASE BANK NATL ASSOC,1
2007,38133.0,IL,Urban,0.5,44,1,5000.0,JPMORGAN CHASE BANK NATL ASSOC,1
2010,419000.0,CA,Urban,1.0,56,6,419000.0,CDC SMALL BUS. FINAN CORP,1
2006,150000.0,FL,Urban,0.750002625360987,72,10,142838.0,INDEPENDENCE BANK,0
2004,50000.0,PA,Urban,0.85,44,5,42500.0,CITIZENS BANK NATL ASSOC,1
2001,136087.0,NY,Urban,0.5,42,2,50000.0,BANK OF AMERICA NATL ASSOC,1
2006,400000.0,MA,Urban,0.75,72,12,300000.0,THE BRIDGEWATER CU,1
2006,32921.0,PA,Urban,0.5,71,5,15000.0,"PNC BANK, NATIONAL ASSOCIATION",0
2001,208100.0,CO,Rural,0.75,62,5,180525.0,STATE BANK OF BOTTINEAU,1
2007,50000.0,NY,Urban,0.5,42,4,25000.0,EAST WEST BANK,1
2004,23000.0,FL,Urban,0.5,56,3,10000.0,BANK OF AMERICA NATL ASSOC,1
2007,114116.0,UT,Rural,0.5,11,1,30000.0,ZIONS FIRST NATIONAL BANK,1
2008,165955.0,CA,Urban,0.5,33,2,50000.0,U.S. BANK NATIONAL ASSOCIATION,1
2003,10000.0,FL,Urban,0.5,45,4,5000.0,BANK OF AMERICA NATL ASSOC,1
2009,599950.0,CA,Urban,0.5,31,25,150000.0,WELLS FARGO BANK NATL ASSOC,1
2007,45000.0,NJ,Urban,0.5,45,1,22500.0,BANK OF AMERICA NATL ASSOC,0
2007,482000.0,CO,Urban,0.75,81,18,361500.0,"READYCAP LENDING, LLC",0
2006,44359.0,OR,Urban,0.5,61,1,12100.0,U.S. BANK NATIONAL ASSOCIATION,1
2006,358664.0,PA,Urban,0.5,62,3,40000.0,MANUFACTURERS & TRADERS TR CO,1
2003,10000.0,CT,Urban,0.5,62,1,5000.0,"TD BANK, NATIONAL ASSOCIATION",1
2007,88000.0,RI,Urban,0.5,23,10,44000.0,CITIZENS BANK NATL ASSOC,1
2006,50000.0,CA,Urban,0.5,33,5,25000.0,CAPITAL ONE NATL ASSOC,1
2010,1412000.0,IL,Rural,0.9,44,30,1270800.0,FOUNDATION FIRST BANK,1
2004,114438.0,NE,Rural,0.5,23,3,22500.0,WELLS FARGO BANK NATL ASSOC,0
2007,25000.0,CA,Urban,0.85,44,3,21250.0,BBCN BANK,0
2005,238951.0,MI,Rural,0.5,44,2,40000.0,CITIZENS BANK NATL ASSOC,1
2002,39880.0,PA,Urban,0.5,54,1,17500.0,CITIZENS BANK NATL ASSOC,1
2007,63545.0,OR,Urban,0.5,23,1,12500.0,WELLS FARGO BANK NATL ASSOC,0
2008,42740.0,TX,Urban,0.5,54,2,7500.0,JPMORGAN CHASE BANK NATL ASSOC,1
2000,616000.0,KY,Urban,1.0,81,15,616000.0,CAPITAL ACCESS CORP - KENTUCKY,1
2006,438000.0,MI,Rural,0.5,23,15,157500.0,FIFTH THIRD BANK,1
2006,44040.0,GA,Urban,0.5,23,2,12500.0,SUNTRUST BANK,1
2007,35000.0,NC,Rural,0.5,23,2,17500.0,BRANCH BK. & TR CO,1
2007,68800.0,FL,Urban,0.5,56,2,17500.0,BANK OF AMERICA NATL ASSOC,0
2006,68941.0,WA,Urban,0.5,23,1,12500.0,U.S. BANK NATIONAL ASSOCIATION,1
2010,88300.0,MI,Rural,0.85,56,1,75055.0,HASTINGS CITY BANK,1
2006,45984.0,MA,Urban,0.5,53,18,12500.0,FIRST MINNESOTA BANK,0
2004,15000.0,OH,Urban,0.5,56,2,7500.0,THE HUNTINGTON NATIONAL BANK,1
2006,40000.0,AR,Rural,0.5,33,37,20000.0,COMMUNITY FIRST BANK,1
2002,120000.0,CT,Urban,0.85,72,2,102000.0,FIRST NIAGARA BANK NATL ASSOC,1
2000,25000.0,WA,Urban,0.5,81,4,12500.0,BANK OF AMERICA NATL ASSOC,1
2003,825000.0,CA,Urban,1.0,33,20,825000.0,MORTGAGE CAP. DEVEL CORP,1
2005,147694.0,UT,Rural,0.5,52,1,50000.0,ZIONS FIRST NATIONAL BANK,1
2006,19495.0,IL,Urban,0.5,56,3,5000.0,"PNC BANK, NATIONAL ASSOCIATION",0
2007,215000.0,WI,Urban,0.75,72,7,161250.0,MERCHANTS BANK NATL ASSOC,0
2006,340182.0,UT,Rural,0.5,44,20,125000.0,FIRST UTAH BANK,1
2001,437000.0,NC,Urban,0.75,42,5,327750.0,JPMORGAN CHASE BANK NATL ASSOC,1
2008,39232.0,CO,Urban,0.5,54,7,7500.0,WELLS FARGO BANK NATL ASSOC,1
2006,100000.0,MI,Urban,0.5,54,8,50000.0,CITIZENS BANK NATL ASSOC,0
2003,210000.0,TX,Urban,0.75,44,15,157500.0,BROADWAY NATIONAL BANK,1
2002,472000.0,KY,Urban,1.0,62,40,472000.0,CAPITAL ACCESS CORP - KENTUCKY,1
2005,250000.0,MN,Urban,0.75,33,32,187500.0,ANCHOR BANK NATL ASSOC,1
2005,50000.0,IL,Urban,0.5,62,1,25000.0,FIRST AMERICAN BANK,1
2006,50673.0,RI,Urban,0.5,33,2,17500.0,CITIZENS BANK NATL ASSOC,1
2006,10000.0,NY,Urban,0.5,54,2,5000.0,BANK OF AMERICA NATL ASSOC,1
2008,9920.0,FL,Urban,0.5,62,4,5000.0,BANK OF AMERICA NATL ASSOC,1
2006,51020.0,NV,Urban,0.5,54,2,15000.0,WELLS FARGO BANK NATL ASSOC,1
2002,25000.0,SC,Urban,0.5,81,1,12500.0,BANK OF AMERICA NATL ASSOC,1
2008,12000.0,OH,Urban,0.5,56,1,6000.0,"PNC BANK, NATIONAL ASSOCIATION",1
2007,25000.0,CA,Urban,0.85,31,35,21250.0,BBCN BANK,0
2007,100000.0,CA,Urban,0.5,44,16,50000.0,BANK OF AMERICA NATL ASSOC,0
2002,300000.0,CA,Urban,1.0,44,35,300000.0,SOUTHLAND ECONOMIC DEVEL CORP,1
2008,10000.0,GA,Urban,0.85,44,3,8500.0,BBCN BANK,0
2004,102800.0,FL,Urban,0.5,42,3,50000.0,HSBC BK USA NATL ASSOC,0
2004,50000.0,FL,Urban,0.5,56,3,25000.0,BANK OF AMERICA NATL ASSOC,1
2005,50000.0,TX,Urban,0.5,44,3,25000.0,CAPITAL ONE NATL ASSOC,1
2000,283749.0,NH,Urban,0.5,44,7,50000.0,CITIZENS BANK NATL ASSOC,1
2007,64930.0,WA,Rural,0.5,23,6,10000.0,U.S. BANK NATIONAL ASSOCIATION,1
2003,17996.0,PA,Urban,0.5,72,3,7500.0,CITIZENS BANK NATL ASSOC,1
2004,50000.0,NY,Urban,0.5,42,2,25000.0,JPMORGAN CHASE BANK NATL ASSOC,1
2001,110976.0,NJ,Urban,0.5,44,1,36050.0,BANK OF AMERICA NATL ASSOC,1
2006,855481.0,MN,Urban,0.5,54,2,125000.0,AMERICAN BANK OF ST. PAUL,0
2001,250000.0,ND,Rural,0.9,42,4,225000.0,WESTERN STATE BANK,0
2005,50000.0,CO,Urban,0.5,42,16,25000.0,CAPITAL ONE NATL ASSOC,1
2007,75000.0,NJ,Urban,0.5,61,6,25000.0,"PNC BANK, NATIONAL ASSOCIATION",0
2009,35000.0,UT,Rural,1.0,54,6,35000.0,ZIONS FIRST NATIONAL BANK,0
2006,114448.0,FL,Urban,0.5,54,230,25000.0,BANK OF AMERICA NATL ASSOC,0
2003,126000.0,CA,Urban,0.85,44,2,107100.0,"READYCAP LENDING, LLC",1
2006,316298.0,OH,Urban,0.5,44,3,25000.0,THE HUNTINGTON NATIONAL BANK,1
2004,20000.0,WA,Urban,0.5,23,1,10000.0,BANK OF AMERICA NATL ASSOC,1
2007,20000.0,NE,Urban,0.5,81,2,10000.0,U.S. BANK NATIONAL ASSOCIATION,1
